B1,B2,B3,B4,B5,B6_VCID_2,B7,system:index,STATE,ELEV_IN_FT,POP_2010,id
31,29,27,59,48,202,29,1772,AR,413,16688,13573
35,32,33,49,48,208,37,1773,SC,787,26686,13579
25,19,16,39,26,193,13,1774,AR,784,12807,13587
44,41,40,46,48,206,41,1775,AL,673,14255,13593
36,31,30,36,32,202,25,1776,GA,659,15650,13596
37,34,33,37,36,205,31,1777,AL,1056,21160,13599
38,35,34,45,40,205,31,1778,GA,1240,33804,13612
35,32,29,55,42,203,28,1779,SC,663,23222,13626
30,28,25,66,56,199,33,1780,NC,36,14215,13631
43,42,43,57,55,204,38,1781,AR,246,10714,13638
37,35,34,51,45,207,35,1782,SC,138,37056,13643
43,44,46,63,62,204,49,1783,SC,20,19952,13647
28,23,20,39,32,191,21,1784,SC,33,13223,13649
37,34,34,39,37,207,30,1785,SC,246,10361,13653
39,36,37,45,48,208,39,1786,AL,548,36856,13656
32,27,25,36,30,200,22,1787,GA,1135,57551,13659
37,36,35,47,51,201,42,1788,GA,1050,420003,13660
35,34,33,61,62,201,42,1789,GA,1047,33712,13661
37,36,35,46,44,202,33,1790,GA,1033,12950,13662
34,30,29,36,35,204,29,1791,GA,1096,26600,13675
40,37,37,51,48,204,40,1792,GA,1184,12225,13678
35,33,32,51,51,205,37,1793,GA,909,20425,13688
34,32,30,52,42,201,31,1794,GA,978,37115,13690
35,32,30,46,41,202,30,1795,GA,997,15152,13699
34,33,33,63,58,200,39,1796,GA,1030,10631,13700
37,33,31,48,41,202,30,1797,GA,1125,27581,13701
34,31,29,45,34,202,28,1798,GA,997,40456,13703
38,34,33,38,34,202,28,1799,GA,994,16698,13704
25,21,19,47,38,192,17,1800,GA,978,33015,13706
26,21,17,52,40,195,22,1801,AL,820,10744,13708
37,32,33,38,34,203,26,1802,AL,715,23106,13709
30,28,27,55,49,203,30,1803,MS,217,13092,13717
29,26,25,59,54,196,33,1804,SC,341,10291,13718
31,25,22,37,26,195,19,1805,SC,515,29524,13722
28,24,21,53,46,195,24,1806,AL,646,10162,13723
29,24,22,46,38,195,23,1807,AL,561,11117,13728
31,28,26,53,44,200,29,1808,AL,679,13893,13730
33,28,27,30,28,198,22,1809,AL,509,27456,13732
36,33,33,44,41,203,30,1810,AL,614,212237,13733
31,30,27,57,52,204,31,1811,AR,203,12183,13736
28,23,22,40,34,199,22,1812,MS,131,15205,13739
34,31,30,48,40,204,30,1813,GA,1043,15491,13740
36,34,32,58,53,204,35,1814,GA,361,35795,13747
33,30,28,59,51,204,33,1815,GA,479,11216,13748
34,32,31,52,47,201,35,1816,GA,991,18468,13750
32,29,28,45,35,201,25,1817,GA,938,15945,13755
32,26,25,29,30,196,24,1818,AL,502,30352,13756
32,29,28,53,52,202,33,1819,AL,505,11620,13757
35,31,31,47,43,205,32,1820,MS,131,34400,13759
31,27,25,55,46,198,31,1821,SC,30,35938,13761
37,36,37,50,48,205,35,1822,AR,269,18884,13773
28,24,20,37,29,190,18,1823,GA,974,23643,13776
38,34,33,43,41,205,33,1824,AL,702,14875,13788
45,46,50,62,68,202,53,1825,LA,174,61315,13790
36,34,33,64,58,203,35,1826,LA,164,11365,13793
40,39,39,55,53,203,40,1827,AL,705,53380,13810
41,44,48,61,65,204,51,1828,LA,157,11507,13811
43,42,44,54,53,204,41,1829,GA,223,16201,13813
40,38,37,49,50,202,41,1830,SC,10,12361,13818
38,39,41,57,56,204,47,1831,MS,482,21705,13825
38,36,35,48,41,201,26,1832,GA,430,17041,13841
38,35,34,47,42,203,32,1833,AL,262,13137,13844
41,40,43,59,57,206,40,1834,MS,489,12513,13862
36,33,32,45,43,202,31,1835,GA,203,77434,13864
33,29,30,38,43,205,40,1836,AL,354,26562,13869
33,30,29,34,32,199,24,1837,LA,75,47723,13873
28,22,16,49,27,194,14,1838,GA,10,12743,13874
35,30,28,46,37,202,27,1839,GA,10,15383,13875
39,37,39,50,52,204,41,1840,MS,164,45989,13878
42,39,38,55,57,203,45,1841,AL,121,15326,13884
37,33,31,56,41,203,27,1842,AL,82,14618,13885
42,40,40,53,51,203,37,1843,AL,285,10194,13888
31,28,26,68,52,199,29,1844,AL,82,17398,13896
31,27,25,45,36,200,24,1845,GA,121,12697,13899
26,21,17,42,30,190,16,1846,LA,95,12232,13905
35,30,31,50,45,204,33,1847,LA,43,20019,13908
28,22,17,57,32,197,16,1848,FL,112,28921,13909
28,22,18,55,31,192,16,1849,FL,154,13273,13910
25,19,15,61,29,194,12,1850,FL,79,23355,13912
39,38,38,53,56,202,41,1851,FL,98,21804,13913
31,25,21,62,40,200,23,1852,FL,7,14531,13914
32,29,25,54,41,200,28,1853,FL,75,21339,13915
30,24,21,33,29,196,21,1854,FL,46,15870,13917
38,36,35,46,40,202,31,1855,FL,59,20039,13919
39,37,38,51,52,203,39,1856,FL,43,23127,13921
36,35,32,70,60,202,36,1857,FL,7,19507,13923
47,46,48,61,61,203,47,1858,LA,46,10398,13927
44,44,46,67,69,203,51,1859,FL,36,11491,13928
29,24,20,51,31,193,17,1860,FL,10,11487,13929
29,24,20,63,43,194,23,1861,MS,7,18572,13937
34,31,29,51,46,202,31,1862,LA,23,10580,13938
33,33,30,62,55,201,34,1863,LA,79,13895,13939
36,35,35,48,52,203,38,1864,LA,46,229493,13941
49,47,47,52,56,202,42,1865,MS,20,67793,13947
41,38,38,46,50,203,40,1866,MS,20,44054,13948
31,26,22,59,32,199,18,1867,FL,3,12655,13956
39,39,39,67,62,200,41,1868,FL,33,14405,13958
25,19,14,51,27,193,10,1869,LA,23,11557,13962
29,27,25,69,48,196,24,1870,LA,10,29872,13968
26,21,15,62,35,193,15,1871,FL,10,29362,13970
28,22,17,47,29,194,17,1872,FL,7,20019,13971
34,33,29,80,60,202,32,1873,LA,7,12119,13980
32,28,25,61,41,201,23,1874,LA,3,20348,13985
43,42,43,59,62,206,47,1875,LA,3,11193,13986
30,25,21,64,40,203,24,1876,LA,-3,23319,13990
36,35,32,53,50,204,35,1877,LA,7,10015,13991
40,38,38,52,50,204,36,1878,LA,3,33141,13993
29,23,19,48,34,193,20,1879,LA,3,138481,13994
29,24,21,55,39,193,21,1880,LA,3,13494,13995
29,23,19,54,34,195,16,1881,LA,0,17736,13996
29,24,20,60,47,196,25,1882,FL,33,13008,13998
36,33,31,46,40,204,29,1883,LA,3,16751,14001
34,32,30,62,54,200,35,1884,LA,16,12257,14005
28,24,20,51,32,194,18,1885,FL,177,124354,14022
30,25,21,28,19,193,12,1886,LA,13,10193,14027
29,24,21,52,42,190,24,1887,LA,3,12679,14028
36,32,30,62,43,203,24,1888,LA,7,19355,14031
41,40,38,77,60,201,37,1889,FL,3,20750,14043
49,48,48,59,56,206,44,1890,FL,66,18558,14054
38,35,35,47,46,205,35,1891,FL,3,13791,14060
35,33,30,71,53,205,31,1892,FL,75,51442,14065
38,34,32,56,46,204,33,1893,FL,85,41496,14072
40,38,37,71,60,203,37,1894,FL,3,34743,14076
35,33,31,65,58,201,35,1895,FL,30,12267,14079
31,27,24,63,47,199,28,1896,FL,85,12039,14080
28,23,20,65,42,199,22,1897,FL,95,12556,14082
35,34,31,68,50,203,32,1898,FL,131,41542,14093
42,39,39,52,50,205,40,1899,FL,85,13060,14095
41,39,38,62,54,205,39,1900,FL,98,10805,14097
30,26,24,64,51,200,31,1901,FL,112,60076,14098
32,31,30,68,70,204,46,1902,FL,46,98621,14105
40,35,34,39,38,205,29,1903,FL,16,22403,14114
41,39,37,66,52,204,35,1904,FL,10,12158,14115
29,26,22,50,31,200,17,1905,FL,7,18989,14116
39,38,38,66,59,205,37,1906,FL,30,23467,14117
38,37,35,75,81,204,50,1907,FL,108,44092,14118
31,29,27,64,59,200,37,1908,FL,75,31996,14120
50,49,52,66,71,205,53,1909,FL,118,10834,14122
40,37,35,65,54,203,38,1910,FL,167,13507,14127
46,45,46,59,58,204,48,1911,FL,125,17298,14128
31,28,24,63,44,201,25,1912,FL,66,53193,14132
40,38,39,51,55,206,42,1913,FL,167,20535,14136
32,28,26,52,45,203,30,1914,FL,49,57439,14143
38,34,33,51,54,204,36,1915,FL,30,35321,14144
34,31,30,57,49,204,31,1916,FL,16,12029,14145
37,37,34,72,59,203,36,1917,FL,7,14234,14148
29,24,22,55,51,199,28,1918,FL,7,14055,14149
28,23,21,52,46,199,25,1919,FL,52,22711,14150
39,35,33,51,40,204,29,1920,FL,49,103483,14151
39,38,37,64,60,203,45,1921,FL,43,24252,14152
29,25,22,61,47,198,26,1922,FL,30,13014,14154
32,28,27,40,35,204,24,1923,FL,69,19344,14156
29,24,20,54,37,200,20,1924,FL,49,11313,14157
34,31,30,51,49,203,32,1925,FL,20,71050,14158
39,36,34,59,48,204,33,1926,FL,3,17208,14159
40,38,36,73,58,203,34,1927,FL,13,16323,14168
38,38,39,56,59,203,43,1928,FL,3,49546,14173
39,37,36,70,59,200,36,1929,FL,20,11323,14177
46,45,42,55,47,202,35,1930,FL,16,41590,14178
32,29,23,80,51,200,31,1931,FL,33,13224,14179
35,32,30,67,56,204,32,1932,FL,16,13949,14180
45,44,42,57,49,202,34,1933,FL,20,11521,14188
42,41,40,77,69,200,43,1934,FL,7,11707,14190
29,25,20,65,36,195,17,1935,FL,7,23120,14192
39,37,38,65,66,201,42,1936,FL,13,10091,14193
39,36,35,51,52,207,39,1937,FL,10,54392,14200
32,28,23,51,35,201,17,1938,FL,16,37573,14205
47,44,44,56,59,204,43,1939,FL,16,17467,14206
40,36,34,65,47,201,31,1940,FL,13,84392,14207
40,37,35,72,53,202,32,1941,FL,20,68217,14208
37,34,31,70,57,202,34,1942,FL,20,16824,14218
50,53,57,81,85,205,60,1943,FL,23,86784,14220
42,39,39,48,46,206,36,1944,FL,3,39407,14222
39,38,38,55,43,203,31,1945,FL,10,62298,14226
33,29,28,57,41,201,26,1946,FL,7,43914,14227
31,27,22,66,43,200,23,1947,FL,10,23961,14228
42,41,44,58,64,204,51,1948,FL,33,24154,14230
45,42,44,51,47,203,35,1949,FL,3,165521,14236
39,36,34,57,41,204,26,1950,FL,7,37113,14237
31,27,23,70,38,201,21,1951,FL,13,16898,14238
38,38,34,69,56,202,29,1952,FL,10,10103,14239
41,39,37,64,55,203,34,1953,FL,10,35696,14240
36,37,39,77,66,200,41,1954,FL,3,29862,14241
29,23,17,35,16,197,7,1955,FL,3,11838,14242
40,39,34,69,49,202,29,1956,FL,7,35762,14243
43,39,40,44,41,203,32,1957,FL,13,75371,14244
34,32,27,88,55,202,26,1958,FL,7,22655,14245
41,39,37,78,58,202,34,1959,FL,7,13488,14247
48,48,50,77,71,202,42,1960,FL,10,22038,14248
43,43,41,79,62,202,34,1961,FL,3,11245,14250
40,38,34,81,54,201,30,1962,FL,7,10433,14253
37,36,34,54,52,203,34,1963,SC,46,13790,14254
33,31,29,56,53,201,34,1964,SC,36,17997,14256
37,35,36,51,51,205,38,1965,KY,512,15273,14261
45,44,45,53,46,206,34,1966,KY,509,40640,14263
28,24,20,54,38,199,23,1967,KY,899,24757,14267
40,36,35,53,42,205,30,1968,KY,702,26595,14311
35,31,30,47,41,207,30,1969,KY,787,10505,14321
29,24,22,57,38,199,21,1970,KY,771,21688,14329
37,35,34,58,47,207,32,1971,KY,938,28015,14330
35,31,28,58,42,203,27,1972,KY,407,28757,14337
39,38,36,58,49,204,33,1973,KY,394,57265,14340
37,33,31,42,34,204,27,1974,KY,948,31364,14341
32,27,25,28,24,205,18,1975,KY,984,16218,14354
33,30,28,52,42,204,27,1976,KY,341,25024,14388
42,38,37,46,48,204,42,1977,KY,528,31577,14399
26,20,17,46,36,191,20,1978,KY,1142,10334,14406
33,29,26,45,37,206,26,1979,KY,535,17741,14410
38,35,34,50,52,200,39,1980,TN,801,11480,14418
36,32,30,35,30,197,23,1981,TN,482,51372,14419
36,34,32,49,45,202,33,1982,TN,476,132929,14421
40,37,38,52,46,204,35,1983,TN,1211,48205,14425
37,33,31,46,39,204,29,1984,NC,1099,10388,14430
37,34,34,40,36,201,27,1985,NC,505,15368,14433
41,38,39,48,45,205,38,1986,NC,804,14520,14436
40,38,38,60,54,203,36,1987,NC,157,15754,14437
30,23,24,27,26,203,20,1988,TN,515,10156,14438
39,38,39,55,60,203,45,1989,AR,1368,55964,14444
42,41,42,52,51,205,40,1990,AR,817,12448,14452
42,37,37,51,49,200,41,1991,TN,1634,63152,14462
37,35,34,48,47,203,35,1992,TN,551,23671,14465
38,34,33,38,35,203,28,1993,TN,528,26190,14466
30,26,23,58,43,202,26,1994,TN,1302,29137,14467
43,38,36,39,37,200,28,1995,TN,804,14538,14468
36,33,31,47,43,206,33,1996,TN,1096,30435,14470
38,36,36,51,48,203,36,1997,TN,850,29330,14473
28,22,20,44,32,194,19,1998,AR,299,26113,14474
33,27,25,28,26,193,21,1999,NC,922,104371,14479
34,32,30,51,38,204,26,2000,TN,906,178874,14486
34,29,28,32,29,201,23,2001,TN,1854,10795,14489
37,34,34,70,57,203,38,2002,NC,98,57477,14490
45,43,44,55,48,207,35,2003,NC,1171,18228,14493
33,28,27,34,41,200,31,2004,TN,610,108755,14495
29,25,21,53,45,195,24,2005,TN,584,32588,14496
39,38,38,63,52,204,37,2006,NC,315,403892,14497
49,50,53,72,75,205,54,2007,NC,1155,16918,14504
34,30,28,41,36,203,25,2008,AR,325,67263,14507
45,44,44,50,45,203,32,2009,TN,643,34681,14518
29,26,24,55,43,198,27,2010,NC,1007,12968,14523
41,39,39,50,51,207,40,2011,NC,1148,40010,14524
35,31,28,46,39,204,26,2012,TN,410,65211,14528
34,33,35,39,37,202,29,2013,AR,348,27920,14541
44,41,42,57,51,203,38,2014,TN,738,11100,14544
31,28,25,55,44,202,26,2015,NC,1007,10296,14552
29,21,17,22,14,192,9,2016,NC,761,731424,14557
49,48,50,66,60,204,43,2017,NC,705,79066,14559
26,20,16,54,35,191,17,2018,NC,801,42625,14560
35,33,32,56,45,202,30,2019,NC,2159,13137,14561
31,29,27,48,47,200,34,2020,TN,896,10428,14568
39,34,33,39,36,203,28,2021,TN,676,167674,14569
37,34,33,51,48,204,36,2022,TN,725,11651,14571
39,34,32,38,40,203,34,2023,NC,43,21677,14585
34,30,28,47,42,206,29,2024,NC,614,13656,14590
34,28,27,46,35,201,26,2025,NC,10,29524,14591
34,33,28,76,63,203,35,2026,NC,23,20735,14592
37,34,34,43,45,205,37,2027,TN,262,10176,14593
30,28,28,67,62,201,34,2028,TN,397,12430,14594
33,31,29,52,47,204,31,2029,AR,312,58908,14598
33,29,27,36,32,202,25,2030,TN,869,41285,14603
34,30,28,47,37,203,28,2031,NC,600,32797,14613
43,42,42,51,48,206,37,2032,SC,679,66154,14618
38,35,36,49,45,207,37,2033,SC,722,13905,14626
35,32,30,47,40,206,30,2034,NC,223,15962,14631
34,31,29,50,45,206,28,2035,AR,266,62304,14632
34,31,31,50,48,206,33,2036,AR,282,28364,14633
35,34,33,58,51,202,34,2037,MS,440,14573,14638
40,39,40,53,53,204,40,2038,MS,387,33484,14641
32,28,27,50,44,202,30,2039,MS,381,14090,14642
30,27,26,47,42,198,29,2040,MS,299,26066,14643
44,43,44,55,53,205,38,2041,AL,633,180105,14647
40,36,35,43,42,206,34,2042,GA,761,33128,14651
38,34,31,45,38,203,28,2043,NC,13,70145,14653
37,31,31,42,38,203,29,2044,AL,499,13146,14657
39,36,36,45,40,205,31,2045,AR,597,35193,14670
31,25,22,30,26,193,21,2046,AL,561,55683,14673
37,33,31,41,36,205,27,2047,GA,617,36303,14681
32,27,26,29,28,206,21,2048,MS,502,18916,14688
39,35,35,43,42,204,34,2049,SC,492,10277,14694
31,32,29,68,57,204,32,2050,MS,174,17962,14696
37,34,34,38,36,208,27,2051,AR,220,49083,14699
33,29,27,46,36,203,24,2052,GA,768,19731,14701
37,33,34,47,44,206,36,2053,GA,965,22958,14703
35,30,29,33,31,201,25,2054,AL,794,14775,14713
40,37,36,46,44,205,36,2055,SC,36,17103,14716
37,30,27,34,29,188,22,2056,SC,26,27109,14717
39,37,35,54,46,203,34,2057,SC,7,13752,14718
36,33,32,50,40,203,28,2058,SC,289,129272,14730
29,23,20,52,35,197,21,2059,SC,239,12528,14734
44,42,44,48,42,204,34,2060,GA,1047,13942,14737
26,22,18,58,46,193,21,2061,GA,971,32661,14738
38,34,33,44,36,204,28,2062,GA,1083,88346,14741
25,20,15,46,31,191,14,2063,GA,928,76728,14742
41,38,38,47,50,205,41,2064,GA,1066,28546,14745
32,29,28,57,51,201,34,2065,MS,141,12334,14748
37,34,32,46,42,204,31,2066,GA,945,13940,14755
39,37,37,53,51,203,41,2067,GA,1089,29783,14756
36,32,31,41,37,202,29,2068,GA,1043,11544,14757
45,44,46,61,56,205,36,2069,AR,354,10095,14765
37,36,37,48,52,201,40,2070,AL,328,14352,14769
29,26,24,62,54,198,30,2071,AL,692,11726,14770
37,34,34,51,40,204,25,2072,AL,581,12695,14771
27,24,20,61,46,198,24,2073,MS,121,10683,14774
31,29,27,63,48,200,29,2074,GA,1043,19335,14777
40,40,41,57,59,204,45,2075,AL,656,21348,14780
35,33,32,53,47,206,32,2076,AL,709,12548,14782
36,32,32,35,34,203,30,2077,GA,912,13234,14786
35,32,31,50,39,203,29,2078,SC,387,21348,14788
32,26,24,34,28,194,20,2079,AL,830,16921,14789
27,20,16,34,23,193,14,2080,AL,768,20413,14792
28,24,22,61,55,193,28,2081,AL,607,10110,14793
26,20,16,48,31,191,15,2082,AL,666,25167,14794
26,20,15,47,29,192,14,2083,AL,577,81619,14795
30,26,24,52,44,199,27,2084,AL,600,16105,14796
34,32,31,47,44,204,32,2085,AL,741,12349,14797
37,35,32,62,56,202,36,2086,AL,627,11773,14798
41,42,43,57,49,203,41,2087,GA,1102,24388,14801
32,26,24,40,33,192,24,2088,GA,1201,30961,14804
42,38,37,49,45,203,36,2089,GA,896,15195,14806
35,30,29,32,33,200,25,2090,MS,213,23640,14807
40,39,39,54,48,204,36,2091,GA,741,13118,14808
38,36,35,47,46,204,38,2092,SC,243,13964,14812
36,33,33,47,43,204,33,2093,GA,922,15134,14815
35,33,32,58,52,202,34,2094,AL,220,23330,14819
26,21,18,47,35,189,20,2095,GA,899,34364,14822
38,35,34,52,45,202,34,2096,AL,512,10183,14823
37,37,39,57,56,202,39,2097,AL,502,21352,14826
40,38,37,47,48,203,39,2098,AL,417,16793,14827
28,25,24,64,52,195,30,2099,GA,971,33039,14833
32,26,24,43,32,195,21,2100,GA,344,17715,14857
41,38,39,45,39,205,31,2101,LA,256,13082,14864
35,32,31,39,45,202,35,2102,MS,233,13189,14872
29,27,25,60,48,195,27,2103,MS,358,24047,14873
37,35,36,54,55,204,39,2104,AL,190,14640,14877
34,31,29,58,45,203,29,2105,LA,335,21859,14878
39,38,39,55,51,203,39,2106,AL,807,26477,14880
38,37,38,50,49,204,37,2107,LA,75,48815,14881
28,24,21,62,45,195,24,2108,AL,328,33960,14883
33,29,27,46,36,202,24,2109,GA,354,13839,14885
38,37,37,53,55,202,43,2110,GA,243,189885,14887
27,20,17,44,35,191,18,2111,MS,276,25092,14888
38,36,37,46,58,207,46,2112,MS,344,41148,14891
26,22,18,65,40,195,18,2113,MS,358,25216,14893
38,38,39,57,56,205,43,2114,MS,279,173514,14895
38,36,35,47,47,203,37,2115,AL,243,32822,14901
29,25,23,52,43,200,24,2116,AL,239,205764,14902
36,32,31,45,46,201,36,2117,GA,20,19140,14914
30,25,23,37,39,198,26,2118,LA,118,18323,14925
32,31,28,55,41,203,26,2119,GA,75,33437,14931
39,38,38,47,48,204,36,2120,GA,315,11147,14934
46,46,47,59,67,204,53,2121,GA,95,10214,14943
45,43,42,55,48,204,35,2122,MS,269,18540,14945
37,34,33,38,36,201,29,2123,GA,256,11589,14946
41,36,35,42,39,201,33,2124,MS,217,15792,14951
38,36,36,44,44,203,35,2125,AL,417,14907,14956
37,37,39,55,57,204,43,2126,LA,118,14555,14963
34,32,32,52,51,203,38,2127,MS,157,10454,14968
42,38,36,45,45,203,38,2128,GA,325,14268,14977
27,22,18,52,35,192,18,2129,AL,161,21570,14979
37,34,33,42,39,202,31,2130,AL,322,65496,14982
37,33,32,35,34,200,28,2131,AL,10,195111,14989
27,21,17,51,34,193,15,2132,AL,30,22659,14990
36,32,30,51,45,203,32,2133,GA,33,15946,14991
48,47,47,53,68,203,53,2134,MS,62,10878,15002
44,42,42,51,43,203,31,2135,FL,52,51923,15005
37,34,33,43,45,206,34,2136,FL,236,20978,15007
49,49,52,73,84,203,62,2137,FL,26,12305,15008
26,21,16,51,30,194,14,2138,FL,36,12749,15009
35,34,34,62,61,203,37,2139,LA,203,10578,15013
34,31,32,40,47,205,37,2140,LA,66,16634,15014
29,24,22,57,54,193,27,2141,MS,16,13704,15016
47,47,48,64,59,202,42,2142,MS,23,17442,15017
36,36,36,64,58,203,35,2143,MS,10,22392,15018
38,38,39,63,61,202,40,2144,LA,43,10215,15027
37,33,32,44,40,204,31,2145,FL,197,12046,15029
46,47,50,70,74,204,53,2146,FL,16,821784,15031
46,45,46,62,63,202,46,2147,FL,10,21362,15032
38,36,35,44,44,204,35,2148,FL,26,36484,15034
39,36,34,50,43,202,32,2149,FL,13,12018,15035
48,49,52,65,69,204,55,2150,LA,13,71993,15039
42,41,43,55,58,204,44,2151,LA,26,10383,15040
32,30,27,62,45,203,28,2152,LA,20,13265,15041
40,37,38,53,57,204,41,2153,LA,36,120623,15044
40,38,37,50,48,204,36,2154,LA,0,66702,15047
33,30,28,56,52,203,35,2155,LA,16,30617,15053
39,37,36,54,51,203,37,2156,LA,7,12404,15056
42,41,43,56,57,205,42,2157,FL,20,10558,15062
42,40,40,58,55,203,40,2158,LA,10,33727,15063
37,36,34,71,56,205,36,2159,FL,10,75180,15064
40,36,36,43,41,205,32,2160,FL,69,56315,15067
42,38,39,48,46,206,34,2161,FL,13,61005,15068
45,45,47,61,64,205,49,2162,FL,72,19320,15070
41,38,39,46,40,202,31,2163,FL,36,27031,15071
32,28,25,60,47,201,27,2164,FL,33,85182,15072
35,33,30,54,40,201,28,2165,FL,7,22464,15073
42,40,42,60,57,204,42,2166,FL,30,10599,15075
37,33,30,46,39,203,27,2167,FL,10,38137,15076
26,20,14,35,21,196,9,2168,FL,0,56048,15077
31,28,22,58,41,199,21,2169,FL,10,11659,15078
33,31,27,66,46,201,28,2170,FL,141,28742,15080
38,36,36,58,54,204,42,2171,FL,148,12370,15082
46,44,44,57,56,205,42,2172,FL,98,20117,15083
36,33,31,63,51,202,30,2173,FL,52,26241,15088
43,40,40,52,50,204,40,2174,FL,49,33342,15089
37,34,34,60,58,204,40,2175,FL,62,13822,15090
34,31,28,70,50,202,30,2176,FL,36,17140,15092
57,57,58,61,79,202,62,2177,FL,7,11231,15093
36,34,32,63,53,203,33,2178,FL,16,103190,15094
35,32,29,67,48,200,30,2179,FL,23,24926,15095
42,40,41,60,59,204,45,2180,FL,121,35579,15098
45,46,49,62,56,202,42,2181,FL,102,238300,15099
30,25,21,50,37,195,22,2182,FL,16,14911,15102
36,32,32,64,54,205,34,2183,FL,148,14225,15107
36,34,33,68,58,205,38,2184,FL,194,97422,15108
39,36,35,51,48,205,35,2185,FL,66,59682,15109
42,40,41,54,61,204,46,2186,FL,30,107685,15110
33,30,28,65,52,202,32,2187,FL,7,13591,15111
45,42,43,53,53,205,41,2188,FL,13,49079,15112
34,31,30,59,46,201,29,2189,FL,33,77648,15114
38,36,36,58,61,204,44,2190,FL,131,34721,15115
47,45,46,65,64,206,49,2191,FL,13,12606,15116
30,25,22,57,49,199,25,2192,FL,16,164603,15119
39,37,36,56,48,205,34,2193,FL,10,57357,15120
43,43,42,72,62,204,44,2194,FL,7,16641,15122
47,44,43,60,51,202,35,2195,FL,20,60522,15123
39,39,41,75,54,203,39,2196,FL,16,48452,15125
44,42,42,62,63,202,45,2197,FL,13,32488,15126
50,47,48,54,53,203,39,2198,FL,16,34910,15127
52,50,50,56,50,205,37,2199,FL,3,154305,15130
40,37,36,50,46,204,33,2200,FL,3,19537,15131
37,34,34,67,53,202,30,2201,FL,7,52909,15132
38,35,35,66,62,202,40,2202,FL,3,28547,15133
33,31,28,63,43,201,22,2203,FL,7,121096,15134
52,51,52,64,66,203,47,2204,FL,10,29639,15135
47,44,44,53,49,202,37,2205,FL,13,75018,15136
36,33,32,60,47,203,28,2206,FL,3,122041,15137
39,37,36,53,54,201,38,2207,FL,10,41023,15138
44,41,41,51,48,202,34,2208,FL,7,41363,15139
29,26,23,71,52,199,21,2209,FL,13,23962,15140
35,33,32,68,50,203,30,2210,FL,7,154750,15141
28,24,19,68,35,200,16,2211,FL,7,84955,15142
35,33,29,60,45,202,27,2212,FL,10,99845,15143
50,49,50,61,57,204,42,2213,FL,10,140768,15144
38,36,33,64,61,203,38,2214,FL,7,32593,15145
37,35,33,66,51,203,32,2215,FL,7,66887,15146
32,29,25,50,34,201,17,2216,FL,10,46780,15147
30,24,20,47,36,201,20,2217,FL,3,45704,15148
42,37,35,40,38,204,27,2218,FL,7,399457,15149
44,41,42,47,37,204,27,2219,FL,3,87779,15150
41,38,38,49,47,202,32,2220,FL,7,107167,15151
37,35,33,76,55,200,29,2221,FL,3,13809,15152
42,40,40,51,46,203,32,2222,FL,7,58786,15154
48,47,46,68,54,202,37,2223,FL,10,41523,15155
45,44,41,71,64,202,42,2224,FL,7,15219,15156
48,47,46,80,64,204,41,2225,FL,7,224669,15157
36,34,29,73,58,202,29,2226,FL,7,21744,15158
48,48,50,72,72,204,49,2227,FL,3,60512,15159
44,41,38,75,55,201,33,2228,FL,3,24649,15161
35,28,25,34,26,190,20,2229,SC,10,120083,15163
42,40,43,59,62,203,46,2230,SC,20,97471,15164
30,26,22,64,41,199,22,2231,KY,581,11002,15191
39,36,36,45,41,205,32,2232,KY,551,17472,15194
34,32,29,69,50,203,29,2233,KY,456,15264,15196
34,31,29,57,42,204,28,2234,KY,761,14045,15205
43,41,41,55,52,204,40,2235,KY,1001,295803,15211
46,47,48,66,70,205,55,2236,KY,449,11222,15214
33,30,27,53,43,201,28,2237,KY,994,18368,15216
38,34,32,44,38,203,28,2238,KY,472,19591,15244
34,31,29,47,38,206,27,2239,KY,971,11196,15257
31,25,22,32,24,203,18,2240,KY,476,10024,15268
36,31,29,34,30,195,25,2241,TN,666,16440,15273
30,28,27,54,41,197,24,2242,TN,863,10255,15274
36,31,30,33,30,202,25,2243,TN,335,10895,15280
35,30,29,43,42,206,31,2244,TN,407,11473,15282
36,35,35,55,55,200,39,2245,AR,1030,26461,15287
27,24,20,56,38,199,20,2246,AR,1132,15039,15288
30,26,24,48,36,195,24,2247,NC,3218,17122,15310
37,34,34,41,37,200,25,2248,NC,912,229617,15324
31,28,26,62,50,203,31,2249,NC,676,11393,15328
38,36,33,49,44,204,35,2250,NC,463,19582,15334
48,46,48,58,51,204,40,2251,AR,1322,69797,15336
36,33,33,42,35,201,28,2252,NC,499,37476,15355
40,38,40,50,48,207,38,2253,NC,912,24532,15358
39,36,33,55,46,203,35,2254,TN,902,14807,15359
39,36,35,39,41,202,34,2255,NC,807,18931,15360
33,31,28,59,43,201,28,2256,NC,850,26757,15361
35,29,28,32,30,197,24,2257,TN,935,27465,15380
39,36,36,49,48,204,37,2258,NC,112,49167,15383
35,34,31,60,43,204,31,2259,NC,768,33662,15384
33,29,25,65,51,201,31,2260,TN,968,13605,15385
32,29,27,61,48,199,29,2261,TN,751,29036,15386
36,36,36,53,50,204,36,2262,AR,413,22791,15397
40,38,38,60,55,206,42,2263,TN,1060,10102,15409
41,38,38,54,50,204,37,2264,TN,1070,18655,15410
39,35,34,45,43,206,34,2265,TN,755,20335,15412
42,39,39,50,49,207,42,2266,NC,358,28094,15421
32,26,24,34,31,201,20,2267,NC,860,20323,15426
