ALAND,AWATER,DIVISION,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,MTFCC,NAME,REGION,STATEFP,STATENS,STUSPS
1478839695958,245481577452,9,A,02,+63.3473560,-152.8397334,00,G4000,Alaska,4,02,01785533,AK
