ALAND,AWATER,DIVISION,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,MTFCC,NAME,REGION,STATEFP,STATENS,STUSPS
106802728188,2350123465,6,A,47,+35.8608030,-086.3499896,00,G4000,Tennessee,3,47,01325873,TN
